author,text,time,votes,cid
@이사-b9j,현실에는 없는 남편,2주 전,0,UgwPh_bFoaTr39l3Wgd4AaABAg
@청개구리윤,나는 저여자가 왜이리 부럽냐....의식주가 걱정없는날이 오면...집에서 아무것도 안하고 지내고 싶다...한없이 무기력하게,2주 전,0,Ugw9UE5UCQdfp0ZLgAN4AaABAg
@masha1223jejus,저런 남편은 그 어디에도 없음,2주 전,0,Ugyr3LFbRJaCWjQrKuZ4AaABAg
@jellybeanh5955,진짜 저런 남편. .현실에 있다고 생각하니 없던우울증도 생길판. . .,2주 전(수정됨),5,UgzzmTHddUBBNwDBT-p4AaABAg
@리디아-c3r,저도 우울증이있고 자살시도도 해봤고 20년을 우울증을 겪고있지만...괜찮다가 갑자기 또 우울해지고 왜사냐 싶고 반복입니다..막상 죽으려면 무섭습니다..지금은 괜찮은척 하며 잘살고 있습니다..,2주 전,51,Ugy9kMUxV0-BqZzVV4V4AaABAg
@user-nalnaebearyeodueo,우리 아들은 저런 남편이 되었음 좋겠네요,2주 전,0,Ugzj9mwOaVBoahFGMKF4AaABAg
@wolfdreamcatcher7353,"유튜브 프리미엄으로 광고 제거 한 사람들은 새로구미 포함 가끔 뜨는 이런 거 못 보니 수혜를 못 받네
주혜는 회사 인간관계 스트레스 / 남편은 아내와 회사로 인해 걸린 독 같이 번지는 우울증이 있는데
여자들은 반려 동물 남자는 게임으로 치료 하지만
가장 무난하고 좋은 건 평화롭고 가정적인 남편 같은 케이스의 가족과 긴밀한 대화를 나누면서 서로 아끼고 챙겨주는 것
나는 뭐든 자유롭게 할 수 있는 현재와 무감각해진 감정 컨트롤로 우울증 따윈 일체 없어서 편함",2주 전,0,Ugzy-rtZVsHnbkxqX5Z4AaABAg
@hhe9,"아무런 의욕도 없고, 티비를보고 무안가를해도 재밌지가 않고 무기력한 제 자신이 너무 힘들어요. 저 때문에 주변 사람들이 힘들어하는것도 보기 싫고 그냥 다 포기하고 싶은 생각만 드는 요즘인데, 그래도 어떻게 해서든 살아내려고 노력해야하는거겠죠.
사람이란게 참 요즘 하루하루 이런 생각들로 보내고 있는데 예전 같았으면 그냥 지나칠법한 영상을 보면서 하루를 마무리하네요.",2주 전,0,Ugw57dY6C-sMZ-w79iB4AaABAg
@김대박-u3l,"우울에 대한 이해 마음을 그려가는 이야기 등 
 더한 따뜻함들에 인사많은분들에 관심과 사랑속에 묵묵히 서로에게 힘이되어주고 
따뜻한 글 한마디 가 서로를 사람으로 안아주는 그러한 시간들 앞으로 자주뵈요^^화이팅함꼐할게요!",3주 전,0,Ugy8stF6qvD0j8tn7K94AaABAg
@BaldBraum,이게 다 이재명때문임?,3주 전,0,UgzvYzpL-lXy9F7bLUF4AaABAg
@yangkjoo77,그러게나말입니다.,6일 전,0,UgzzmTHddUBBNwDBT-p4AaABAg.ASBC_pmIauuASkmb7gibdD
@juhwanbae8710,"안녕하세요 리디아님
호주 시드니에서 26년째 거주하고 있는 40대 초반 남자입니다. 호주에 와서 지난 26년 동안 앞만보고 달려왔습니다. 편하게 직장생활만 17년 정도하다가 작년에 퇴사하고 비지니스 운영시작하면서 직원 관리문제. 지인관계 등으로 6개월 정도 우울증이 왔었습니다. 정말 아무것도 하기 싫었고 업무시간 제외하고 침대에만 누워있었네요. 지금은 주변정리, 인간(지인)관계 정리, 꾸준한 운동하면서 많이 회복했습니다.

20년 동안 고통을 겪으셨다니 감히 상상히 안됩니다. 조금씩 조금씩 힘내셨으면 합니다.

동영상, 댓글보고 작년의 제 모습이 기억나서 두서없이 댓글답니다. 
지금도 가라지에 있는 운동 자전거타면서 땀흘리면서 댓글씁니다
오늘도 조금씩만 힘내시지요!!",7시간 전,1,Ugy9kMUxV0-BqZzVV4V4AaABAg.ASAt8yMvM1aAT-Abl2vXsi
@그닥온순하지못해,🫂,3시간 전,0,Ugy9kMUxV0-BqZzVV4V4AaABAg.ASAt8yMvM1aAT-a2j2U0lU
@oiwdbcthh,"20년차 맞벌이 애둘... 운동, 취미, 식물, 애완동물, 명상, 종교, 병원치료 다해봐도 매일 죽고싶었는데...항암하니 죽고싶은생각이 안들더라 항암빔맞고 몸은 하루하루 말라가는데 죽고싶다는생각이 안들어 맘이 편안했다.  직장, 시댁, 친정 다 내려놓을수있다. 먹을 수 있을때 먹는 삶을 살고있다",3주 전,0,UgwjiD1PtWQQoVyjOYZ4AaABAg
@새록새록-w6d,가족 한명이라도 우울증이 생기면 가족이 다 우울해집니다,3주 전,1,Ugwhe4iyYo6HfFBt5F14AaABAg
@ghfjdkslal-d6b,이런 남편이 있으면 우울증 걸릴 일도 없을것 같은데요. 세상 낙천적이고 긍정적이었던 내가 결혼해서 우울증 걸린건 남편이랑 매일 싸우고 이해 못해주니까 우울증 오던데 저런 남편이랑 살면 우울증 올 일이 뭐가 있어,3주 전,0,UgxDBZYhSD0HAEr64cB4AaABAg
@drawingsoul4881,"진짜... 내 남의편이랑 비교되네...
수술해도 내 병명을 알고 싶어하지도 않는데...
심지어 날 사랑하는데도",3주 전(수정됨),0,UgyjRMuf7Xy5Al5CESF4AaABAg
@drawingsoul4881,보건복지부에서 이런거 올려주니 좋다,3주 전,10,UgxFP0y4QorW9x47la14AaABAg
@도정석석석,"보건복지부tv 우을증 이겨내는 이야기 ㅎㄷㄷ
앞으로도 다양한 정보와 소식을 접할수 있으면 더더욱 좋을 것 같아여 ~~~~
 늘 즐거운 소식과 정보로 많은분들과 함께 했으면 좋겠네여~~",3주 전,1,Ugx88rrFI6c_NA4vhjx4AaABAg
@eunchulkim7793,알고리즘이 저를 이곳까지 보냈네요. 보면서 많이 공감도 되었고 또 제 자신도 많이 돌아보게 되네요. 결국 극복할 수 있는 건 어떤 것보다 서로 배려하고 이해해주는 것이 아닐까 싶다라는 생각이 듭니다. 내가 힘든 만큼 내 옆의 사람도 힘들다는 것을 알게된다면 그것보다 더 큰 위로를 없을 거 같네요,3주 전,0,UgzrGi7EjYbxaI6FPAZ4AaABAg
@예술TV-x19,"보건복지부tv 더해가요
우울증에 대한 이해와 마음을 줄여가기
참여하고 공유도 널리널리해요ㅎㅎ
이제 2026년 해, 귀사의 무궁한 발전을 진~심으로 응원하도록  한 표 찐~하게 꾸욱 드립니다^^",3주 전,2,UgwtsUem8k0PTTpGFwR4AaABAg
@노효현-y9r,"우울증에 대한 이해 마음을 그려가요 ㅎㄷㄷ
팔로우하고 동참해요, 좋은 날, 좋은 시간으로 참여도하고 기운 팍팍 전합니다 
유익한 시간 보내고자 참여도해요 번창하소서^^",3주 전,1,Ugymr1AUqJvz0KZe_xx4AaABAg
@정제주아이,어른들의 말씀이 다. 모르는 소리일까? 우쭈쭈만이 답이 아니라..   꾸중도 해주는. 사람도 있어야한다.이호선 샘 같은분..  또.결핍말고. 궁핍과 의무가 도움이 될 수도.,3주 전,0,UgwRGjZVlRr51cTpq-p4AaABAg
@정제주아이,"지남자는 그렇면서 더 고독했겠구나..
좋아진 그 여자는 남자를 돌봐줄 마음도 있을까?",3주 전,1,UgzUIjRON48dSWUHw-l4AaABAg
@youtubemaniaq-zn6gt,참여완료,3주 전,0,UgyTwUPhNwdzOrfuOv54AaABAg
@강승희희,"16:51 너무조심조심하면 엉키게 돼 있어
조심조심보다 가끔 훌훌털기 
안녕하네세요 팔로우꾸욱, 자주소통합니다 주변에 입소문도 내고 공유해요! 자주 들를게요",3주 전,1,UgxzBMXRvubb08JaAQd4AaABAg
@김태양-f6t,"응원해요 우울증에 대한 이해와 해결
마음까지 더해가요
구독 좋아요 누릅니다 응원합니다 희망찬 하루 자주소통하면서 응원할게요",3주 전,1,UgyRScAm7ZQhwSw59XF4AaABAg
@uncle_joe_nz,우울증은 의지력이 없어 생기는 것이 아니고 뇌질환으로 봐야합니다.   화요일 온라인 무료 상담 진행하고 있습니다,3주 전,0,UgxNWK-BRUwJDWea9DV4AaABAg
@Na_Ha_Na_Na_,"살다보면 아픈 날도 있고 그게 누구탓도 아니고 예고도 없는 일인데..

그걸알면서도 몸이 아픈 것 보다 마음이 아픈 일엔 머리론 이해하면서도 현실적으론 내가 뭘 할 수 있을까 싶다..",3주 전,0,UgztJRgDGadTu2jjKxl4AaABAg
@엄복순-v6e7c,"서로의마음을 이해하는 점
우울증에 대한 이해가 더해가는 시간
보건복지부 : 더 소통하면서 마음도 전해지는 기회 함께할게요 팔로우완료 게시글 좋아요 꾸욱 입니다!",3주 전,0,UgwqTSNBSpeOjJ5HfI94AaABAg
@user-na3pc8ob9f,남편이 착하다,3주 전,3,UgzYW64ydhLmDeJDySN4AaABAg
@user-na3pc8ob9f,먹고살기 힘들면 우울할 시간도 없다 고생을 빡세게 해봐야 정신차리지,3주 전,0,UgzlAVJc5-2nlSmCOat4AaABAg
@user-na3pc8ob9f,우울증 걸린 사람 옆에 있으면 같이 우울증 걸리겠다,3주 전,0,Ugw2OGJQrhs9u-QdVch4AaABAg
@user-na3pc8ob9f,저런 남편이 있으면 우울증 안걸리겠다,3주 전,0,UgwfoyoCWMpMCyMmOil4AaABAg
@이가영-p4g8t,"보건복지부 tv 우울증에 대한 이해와
해결 올 한해도 뜻깊은 다양한 이벤트로 자주찾아 뵐수있으면 좋겠네여~~~~~
 2026년에도 행복한 하루, 행복한 시작 함꼐합니다!",3주 전,0,UgxouKOy00SK416hJzZ4AaABAg
@SuePark-h6c,계속 반복되는 괜찮다는 말이 위로가 아니라 오히려 거리와 부담으로 다가올 수 있는것같아요 ㅠ 그리고 개인의 문제가 아니라 가족전체에게도 위기로 다가오는데 그럴때 도움을 청할 후 있는 공식 창구가 109번이라는 점도 너무 인상깊게 느껴져서 좋았습니다! 좋은 영상 감사합니다~,3주 전,0,UgzJa0cTNw0CiV4yL9l4AaABAg
@user-mz7ks9,"일본여자 : 남자를 자신과 동등한 인격체로 봄.

한국여자 : 남자를 자신의 기분에 맞춰야 하는 도구로 봄.",3주 전,2,Ugw3hP_SeNEgayBTqp14AaABAg
@규민이엄마,"참여완료 
이런남편이 어디있을까싶네요.
우울증걸렸지만 나름 행복할거같아요... 힘내셨음 좋겠어요",3주 전(수정됨),0,UgzZ0yUn7IgXgiSqhAZ4AaABAg
@jellylovejelly,"109 꼭 기억할께요.
항상 주변을 둘러보고 관심가지며 따뜻한 눈길과 진심 어린 말 한마디, 도움의 손길을 내밀어 줘야겠네요.
보건복지부 TV 응원합니다.",3주 전,1,Ugzofoa6kfu8PCkjdpV4AaABAg
@bbogipapa888,"짧은 영상이지만 마음에 오래 남는 이야기였습니다. 우울증을 겪는 아내의 모습과 곁에서 묵묵히 함께해 주는 남편의 시선이 너무 현실적으로 다가와서 더 울림이 컸어요. 혼자 견디지 않아도 되고, 작은 관심과 한마디 안부가 누군가에게는 큰 힘이 될 수 있다는 메시지가 잘 전해졌습니다. 망설여질 때 109로 도움을 받을 수 있다는 안내까지 꼭 필요한 이야기라고 느꼈어요. 이런 따뜻한 캠페인이 더 많은 분들께 닿았으면 좋겠습니다.",3주 전,0,UgwzsC_ndOKmys0Jqkh4AaABAg
@홍승우85,저만 감동깊게 봤나요? 저는 결국 서로의 우울증을 극복못하고 이혼한 케이스인데 저 동영상의 부부처럼 슬기롭게 극복하고 잘 사는 부부가 많이 나왔으면 좋겠네요..,3주 전,0,UgwKwl-IZApDvRjqJZN4AaABAg
@Soyeon-y8i,참여완료,3주 전,0,Ugx1l874ZW9SpPduf8l4AaABAg
@분석7,우울증을 겪는 부부의 이야기를 보며 가족의 소중함을 다시 한번 느꼈습니다😢,3주 전,1,UgyK7JYpeiVkpGRcEet4AaABAg
@worldgreat1004,"우울증이라는 게 참 본인도 힘들지만 옆에 있는 사람도 같이 말라가는 과정인데..
괜찮다는 말 뒤에 숨겨진 진짜 마음을 꺼내놓는 장면에서 진짜 펑펑 울었네요 ㅠㅠ
식물 키우면서 노란 토마토 꽃 이야기하는 부분은 정말 너무 예쁘고 감동적이었어요 ^^
사실 저도 예전에 비슷한 시기가 있었는데 그때 생각도 나고 마음이 참 묘하네요..
서로에게 짐이 될까봐 입을 닫는 게 아니라 아무 말이나 다 해달라는 대사가 참 좋았어요 ^^/
완벽하지 않아도 괜찮고 조금 느려도 괜찮다는 걸 다시 한번 느끼게 해준 영상입니다 ㅋㅋ
진심이 담긴 따뜻한 에피소드 보여주신 제작진분들께 정말 감사드려요!",3주 전,0,Ugx7AnlOj5kT6p7fkSp4AaABAg
@성민이-y9o,영상 속 대사 하나하나가 마치 저에게 건네는 위로 같아서 보는 내내 마음이 몽글몽글해졌습니다 힘들 때 혼자 끙끙 앓지 말고 전문가의 도움을 받는 것이 용기 있는 선택이라는 걸 깨달았습니다 지금 이 순간에도 힘겨운 싸움을 하고 계신 분들에게 봄날의 햇살 같은 치유가 찾아오길 기도합니다,3주 전,0,UgyzXPfeZn70Lze6p2F4AaABAg
@suenlee-v4x,우연히 클릭했다가 끝까지 보게 되었는데 짧은 시간 동안 영화 한 편을 본 듯한 깊은 여운이 남습니다 109라는 숫자가 누군가에게는 생명줄이 될 수 있다는 것을 꼭 기억하고 주변에도 알리겠습니다 삭막한 세상 속에서 서로를 믿고 의지하며 살아가는 모습이 참 아름답게 느껴지네요,3주 전,0,UgxtD8Age1hdSbjj6614AaABAg
@YeanheeJean,남편이 아내를 위해 우울증을 공부하고 이해하려고 노력하는 장면이 제게는 가장 큰 감동이었습니다 내가 먼저 좋은 사람이 되어 곁에 있어준다면 상대방도 분명 달라질 수 있다는 희망을 보았습니다 사랑하는 사람을 지키기 위해 무엇을 해야 할지 고민하는 분들에게 이 영상을 꼭 추천하고 싶습니다,3주 전,0,UgzPkChRKTD5M-kmPbl4AaABAg
@SpinAndScore,평범했던 일상이 무너져 내리는 과정이 너무 현실적이라 가슴이 아팠지만 결국 극복해 나가는 모습에 안도했습니다 가장 가까운 가족이 보내는 따뜻한 관심이 최고의 치료제라는 말이 정말 와닿네요 제 주위에도 혹시 말 못 할 고민을 안고 있는 사람은 없는지 오늘 한번 돌아봐야겠습니다,3주 전,0,Ugxuyb6me0hxMdqrbyV4AaABAg
@사랑나라-m1c,보건복지부에서 이렇게 퀄리티 높은 드라마를 만들어주셔서 몰입해서 볼 수 있었습니다 단순한 정보 전달을 넘어서 마음을 울리는 스토리텔링 덕분에 우울증에 대한 편견이 많이 사라질 것 같아요 앞으로도 국민들의 지친 마음을 어루만져 주는 좋은 콘텐츠 많이 만들어주세요,3주 전,0,UgzXPJTb-RUNCn6unz94AaABAg
@sock_organizer99,늘 괜찮은 척 밝은 척해야 한다는 강박이 있었는데 아프면 아프다고 말해도 된다는 위로를 얻고 갑니다 나의 이야기를 들어줄 사람이 있고 도움을 청할 곳이 있다는 사실만으로도 큰 힘이 되네요 마음의 감기에 걸린 모든 분들이 하루빨리 털고 일어나 웃을 수 있기를 응원하겠습니다,3주 전,0,UgxTwgdYTTAQu10XT9N4AaABAg
@다찌-j7n,눈물이 쭐쭐 나네요 ㅠㅠ 서로를 생각하는 부부의 마음이 예뻐요.,3주 전,0,UgwlVpVLzZ3uEllG2RN4AaABAg
@psonsim4466,참여완료/우울증 가진분들을 돌아봅시다❤,3주 전,0,UgwzX0RhKZpywhSTkJt4AaABAg
@doenjang_choco_milk,현실에 저런 남편이 어디 있냐는 반응도 있지만 저는 저런 마음으로 곁을 지키는 분들이 분명 계실 거라 믿습니다 아내의 속도에 맞춰 천천히 기다려주는 남편의 모습에서 진정한 사랑의 의미를 다시 생각하게 되네요 저 또한 누군가에게 기댈 수 있는 든든한 나무 같은 사람이 되어야겠다고 다짐해 봅니다,3주 전,0,Ugy9CEYNsSUURfsWgbd4AaABAg
@lunacane-f4m,우울증은 혼자 견뎌야 하는 어두운 터널이 아니라 손을 잡고 함께 걸어나와야 하는 길이라는 걸 배웠습니다 망설여질 때 109로 전화하라는 마지막 문구가 오랫동안 기억에 남을 것 같아요 서로에게 건네는 따뜻한 말 한마디가 누군가를 살릴 수 있다는 사실을 잊지 않겠습니다,3주 전,0,UgyUu2bdNM8pArUoNXp4AaABAg
@푸른바다-p7b,영상을 보는 내내 주인공들의 감정선이 너무 섬세해서 저도 모르게 눈물이 핑 돌았습니다 가족이라는 이름으로 서로의 아픔을 보듬어주고 기다려주는 모습이 정말 인상 깊었어요 이 영상이 지금 힘든 시간을 보내고 계신 많은 분들에게 작은 불빛 같은 희망이 되기를 진심으로 바랍니다,3주 전,0,UgxnpaQp2t3OPwei9Nt4AaABAg
@soccerkick-y11,"보건복지부의 숏드라마 영상을 보고 따뜻한 위로와 희망을 전할 수 있는 댓글 15개를 생성해 드립니다. 영상의 주제가 우울증과 가족의 사랑인 만큼, 진정성 있고 격려가 되는 내용으로 구성했습니다.",3주 전,0,UgzG9py1BQv_IrlqMrJ4AaABAg
@math6532,우울증을 겪고 계신 세상 모든 아내들이 남편과 함께 잘 극복하시어 활기찬 생활 되찾으시길 항상 응원합니다^^,3주 전,1,UgxeE8a_OhBaxtA3RX54AaABAg
@허주원-c6k,무거운 주제를 다루면서도 끝까지 사람의 온기를 놓치지 않은 점이 좋았습니다. 우울증을 겪는 당사자뿐 아니라 가족과 주변 사람들 모두에게 필요한 이야기라고 생각해요. 이런 콘텐츠가 더 많이 공유되고 오래 기억되었으면 합니다.,3주 전,0,UgyAi7ihQxbBhyuMpK54AaABAg
@박정심-t3t,"이 영상을 보며 ‘관심’이라는 게 거창한 게 아니라, 옆에 있어 주고 안부를 묻는 것에서 시작된다는 걸 다시 생각하게 됐습니다. 누군가의 하루를 지켜주는 말 한마디의 중요성을 잘 전달한 캠페인이라고 느꼈어요.",3주 전,2,UgwakahAkjHf4-jw6-l4AaABAg
@rarajang4131,우울증을 의지의 문제가 아니라 ‘도움이 필요한 상태’로 보여준 점이 참 의미 있다고 느꼈습니다. 인혁의 서툴지만 진심 어린 태도가 많은 보호자분들께도 위로와 방향을 줄 수 있을 것 같아요. 조용하지만 강한 메시지가 있는 드라마였습니다.,3주 전,26,UgzHaH2mzOCtDCY7hEN4AaABAg
@허재훈-s4v,"짧은 드라마지만 마음에 오래 남는 이야기였습니다. 우울증이 특별한 누군가의 이야기가 아니라, 평범한 일상 속에서도 조용히 찾아올 수 있다는 점을 담담하게 보여줘서 더 와닿았어요. 무엇보다 곁에서 지켜보는 사람의 시선까지 함께 담아낸 점이 인상 깊었습니다.",3주 전,0,UgwVMe63GeQ_XVA_GDZ4AaABAg
@jhzhrz,참여완료,3주 전,0,UgyoHBHZL7fdHb41aeJ4AaABAg
@jhzhrz,남편 너무 사람이 좋다😊,3주 전,0,UgzOVJvWIcC-7xsRMYt4AaABAg
@B2B_B,참여완료,3주 전,0,UgwzyWkggLkO5XWa9NV4AaABAg
@츠바사-i3s,조금씩은 누구나 앓고 있는...먹먹해지네요.,3주 전,0,UgxdVLG_q7w5c6k-3jR4AaABAg
@odysseyblue8951,"여전히 단순히 마음이나 기분의 탓 정도로만 우울증을 이해하는 사람들도 많고, 색안경을 끼고 보는 사회적 인식도 하루빨리 개선되었으면 좋겠습니다. 서구사회와 달리 우리나라 문화에서는  전문의 상담을 위한 병원 출입부터 부담이되고 신경이 쓰일수 밖에 없고, 혹시나 진료기록이 남지않을까?부터 고민되는 것도 사실이라 생각됩니다.
가족이라도 여느 질병과는 또 다르게 조심스럽기만 한 것이 우울증이기에 모두를 더욱 힘들게 하는 것 같다는 생각을 해봅니다. 배려를 넘어 눈치를 볼 정도로 우울증을 앓고 있는 가족을 위하는 마음도 십분 이해되지만, 가끔은  우울증 앓고 있는 것이 아닌 그냥 가족으로만 대하며 태연하게 밝고 긍정적인 에너지로 예전의 일상을 함께 만들어가는 것도 필요하다고 생각합니다.
부인하기 보다는 우울증을 앓고 있음을 인정하는 것에서부터 치료가 시작된다고 생각되고, 그런만큼 가족들의 도움이 무엇보다 중요함을 다시한번 느끼게 됩니다.",3주 전,0,UgzC4YiuPhGg2QCu9cZ4AaABAg
@vampire0815,참여완료,3주 전,0,UgylEokl-7e1U7myNJJ4AaABAg
@sryan5856,"우울증으로 힘들어하는 본인도 힘들겠지만, 지켜보는 가족들의 걱정과 고통 또한 그에 못지 않을 것이라 생각합니다.
모르는 사람들은 개인의 의지 문제라고 쉽게 단정짓겠지만 그런 생각이 가장 위험한 것이 아닐까 싶습니다. 의지의 문제라면 우울증이라는 질환이 없어야 하는 것이겠지요, 좋아서 스스로 우울해지고 무력감에 빠질 사람들은 없을테니깐요.
우울증에 대한 올바른 인식에서부터, 그리고 성급한 완치에 대한 기대감에 조바심보다는 조금씩 마음의 문을 열고 진심으로 대화를 할수 있는것에서부터 도움...치유도 시작이 된다고 생각합니다.
천리길도 한걸음부터라는 말이야 말로 우울증으로 고통받는 환자나 그 가족들에게 시사하는 바가 큰 속담이 아닐까 싶습니다.",3주 전,0,Ugwq375E8WglNpl7DNh4AaABAg
@군만두죠아,사랑하는 아내를 위해 우울증을 공부하는 남편..완전 유니콘 같아요😢 저도 소중한이를 위해 이렇게 할 수 있을까?생각해보게 됩니다,3주 전(수정됨),1,UgwiY17-u3uTo44D-dt4AaABAg
@RaveN-wn4xs,109를 기억해야겠네요,3주 전,0,Ugzy0ISQtegHGclHi-54AaABAg
@사랑랑김,"depression 참여완료
우울증에 대한 이해
극복방안까지 ㅎㄷㄷ
팔로우하고 참여해요 게시물 좋아요 꾸욱, 좋은 날들 희망가득한 날들 함께 그려가요 , 
주변에 입소문도 팍팍전합니다! 보탬되고 관심갖고 참여해요!",3주 전,0,Ugx28md_UFUq1PTU6W94AaABAg
@HJScobra,세금은 이렇게 쓰는거지,3주 전,0,UgzfhdumSAyqY7_ibBJ4AaABAg
@주노-x2e,109를 기억하겠습니다.,3주 전,0,UgzaClK_WX_fFg9V5xJ4AaABAg
@오늘을살자-f3f,"저런 비슷한 남편이랑 살아도 우울증이 오더라구요~~ 육아하면서 시작된 우울증이 10년이 돼갑니다.. 한번씩 오는 우울증 증상이 힘들어서 그런거다~ 정신력이 약해서그런가~ 지쳐서 오나보다~ 그렇게 나자신이 우울증임을 받아들이지 않고 약도 안먹으려고 하고 병원도 안가고 일년에 한두번씩 우울증오면 꾸역꾸역 버티고 버티면서 10년을 지냈는데ㅜ 얼마전에 또 스트레스를 살짝 받으니 우울증이 와서 힘든시간을 보내고있습니다. 그리고 내가 우울증임을  깨닫고 이렇게 죽을때까지 살순없다. 병원도가고 약도 먹고살기  해야되는구나
미련했던 제자신이 후회스럽고 제자신과 가족에게 미안해집니다ㅠ 이런 아내, 엄마라서 너무 미안하고 평범하지 않은 엄마라서 미안하고 힘들어서 티비, 폰에 방치하는것도 미안해요~ 우울증은 참 설명하기도 힘들고 사람을 미치게하는거 같아요~ 무기력하고 뇌기능이 떨어지는거(사고력, 판단력 소멸) 이두가지가 사람을 참 힘들게 하네요..
내가 의사처럼 함부로 진단하지 말고
괜찮아져도 꾸준히 약먹어야되는거 같아요!!",3주 전,0,UgxhJ28Fiy-phlW1U-h4AaABAg
@user-mz7ks9,"지금이 여자만 힘들다고 하는 세상이냐? 남자는 안 힘드냐? 남자는 한없이 욕먹고 한없이 여자 수발만 들어야 되냐?  그러면, 결혼을 하지 말고 혼자 살던가..  남편이 못해주면 이혼하던가.. 그건 또 하기 싫지? 남편이 벌어주는 돈 써야 하니까!!",3주 전,1,Ugyfs9y9RxKqoXDJWrJ4AaABAg
@하늘이-r3e,"참여완료 😊
우울증 극복 넘 좋네요😊",3주 전,0,UgxBS6kFQLx91sk2GVp4AaABAg
@user-bl2wh6ne6b,"우울증 참 무서운 병이죠.
 영상에서 극복해 나가려고 하는 모습이 참 좋았어요. 남편, 이웃집 할머니까지... 이런 사람들이 옆에 있으면 👍👍",3주 전,0,Ugz6CRu6ujxHruc24gB4AaABAg
@my_star,"죽어가는 식물이 마치 주혜 같았는데... 엔딩이 좋았어요!
서로 솔직하고 소통하고 그러면서 서로의 마음을 보듬어 갔네요☺",3주 전,0,UgxHoEua18ZFyN7WKYN4AaABAg
@김예찬-b8s,"참여완료
우울증 극복까지 한 해 가운데 팔로우하고 응원해요 자주 소통해요! 글도 남기고 다른 댓글에도 자주소통할게요! 응원합니다!",3주 전(수정됨),1,Ugxe6P07nNMegeZ48kh4AaABAg
@jhlove2299,남편이 저렇게 해주면 바로 우울증 치료되겠네요 누군가 나를 저렇게까지 생각해준다면 그사람을 위해서라도 살아볼만하죠 하지만 현실이랑 너무 심하게 비교되서 더 우울증 오는 영상입니다 최악입니다 현실에서는 우울증이라하면 꾀병쯤으로 여기죠 죽고싶다말하면 죽으라는 말도 듣습니다 우울하지않는 분들은 공감제로더군요 왜 우울해? 니가 배가 부른가보구나 이런식입니다 이 영상을 보고 과연 그들이 바뀔까요,3주 전(수정됨),0,UgxYmUaQNeRLNqpU-Dt4AaABAg
@코주부아저씨777,"우울증을 의지나 성격의 문제가 아니라
‘치료가 필요한 병’으로 분명하게 보여준 점이 가장 인상 깊었어요
곁에서 기다려주고 함께 공부해주는 태도가 얼마나 중요한지 느꼈습니다
이런 콘텐츠가 더 많이 알려졌으면 좋겠어요ㅎㅎ",3주 전,0,UgyEtzA51XolPa0eTyx4AaABAg
@KHJay,짧지만 깊은 울림을 주는 드라마네요! 너무 잘 봤습니다~,3주 전,1,Ugw9s0oe11Q8RHjJKHp4AaABAg
@ole_ole_oo,"참여완료 
우울증에 걸린 아내를 위해 노력한 남편의 모습을 볼 수 있었네요
가장 중요한 게 관심과 상담이라는 생각이 들어요. 109번 기억하고 도움이 되었으면 좋겠네요",3주 전,0,Ugyz9fMIF8qmgxHz4Gt4AaABAg
@user-ti9eq6yy6m,참여완료,3주 전,0,UgwFeJ1xpNSkCmZhCep4AaABAg
@세렌디브,"누군가가 나의 얘기를 들어줄때, 관심을 가져줄때 참 많은 위로가 되는것 같아요. 나 혼자가 아니라는 사실만으로도요.  보는내내 눈물이 나네요^",3주 전,0,UgwWFZVif5HR6L1KbPJ4AaABAg
@이미정-r9t1m,"우울증관리해요
행복한 오늘 함께라서 더즐거운 시간이네요. 주변에 동참도 공유도하면서 그마음 오롯이 
더해갑니다. 함께라서 즐거운 시간 함께 소문도 내고 입소문도 팍팍!!",3주 전,0,UgxZb7jDqf9uOuTDalJ4AaABAg
@매니아참피온,"영상을 보며 109라는 번호가 누군가에겐 마지막 희망이 될 수 있다는 생각에 가슴이 뭉클했습니다. 우울함의 끝에서 세상과 단절된 기분이 들 때, 내 목소리에 귀 기울여 줄 누군가가 있다는 사실만으로도 다시 일어설 위로를 얻을 것 같아요. 우울증은 혼자 감당해야 할 짐이 아니라 우리 모두가 함께 나누고 치유해야 할 과정입니다. 힘들 땐 주저 말고 109의 문을 두드려 보세요. 당신의 소중한 삶이 다시 빛날 수 있도록 우리 사회가 늘 곁에서 응원하겠습니다.",3주 전,0,UgwU7tU9qMX2gJi6OE54AaABAg
@갓타요,집인테리어 너무맘에드네여,3주 전,0,Ugx3KLO5E_mr3LV_Ntl4AaABAg
@블루로즈-u5l,"천상계에서 인간계로 온 남편❤❤
저도 저런 우울증 겪었었고,
결국은 힘들게 낳은 예쁜 두딸이 저에게 삶의 원동력이 되서
열심히 살다보니  우울증은 없어지고
세상은 살아갈만 하더군요.
힘내세요 모두들❤❤",3주 전(수정됨),0,UgymdORK7uzdwEOndG94AaABAg
@yeori731,"짧은 영상 속에서도 아내 주혜의 마음과 남편 인혁의 다정한 배려가 진심으로 느껴져서 마음이 뭉클했습니다 💛 우울증이라는 무거운 주제를 이렇게 섬세하게 보여주면서, 작은 관심과 말 한마디가 누군가에게 큰 힘이 될 수 있다는 메시지가 깊이 와닿았습니다 누군가가 힘들어할 때 주저하지 않고 안부를 전하는 것의 중요성을 다시 한 번 느낄 수 있는 의미 있는 영상이었습니다 🌿",3주 전,0,UgxhO9o6v7Z5k2YBmq14AaABAg
